Node1, Node2, Distance
2241,1490,4832.547639260237
712,992,4966.579780587675
703,987,4695.772126080476
1794,274,8409.599874493995
741,1598,35576.29110564298
665,1362,10228.540457200676
2389,1809,5135.902702598203
1967,836,4193.914418315458
2305,1290,1769.0587852640833
987,1983,807.2639656430224
1872,56,4672.84258999171
2553,981,26100.897860641602
96,495,2325.328349469195
2139,947,2554.6295279565265
2148,1588,1778.400035347001
30,1994,14518.403134709257
1810,615,38373.85838694119
1670,751,13412.434622358176
621,1060,10099.400482010968
68,917,3957.9935353820265
1426,1803,3872.848102026021
1713,1665,32253.112452455563
1646,525,4922.667551772824
1283,2420,2145.99509470697
2143,651,3285.47226403301
1509,1930,10641.235947042092
1003,770,24806.09276754991
2232,894,5304.003468763138
1349,864,11236.337211302924
1553,1230,13175.36565268463
2537,518,671.2174348945686
751,830,16129.820381302517
513,1837,3215.8906585482373
140,536,7420.140372394648
1127,263,2874.1347831946755
2553,978,120670.45296480472
2342,2100,5037.5049326364515
1860,65,5296.8202812764575
980,2439,5228.123937416167
1068,1363,1768.717687234752
8,669,8339.694031619085
2189,2513,1177.3459689419474
2476,2309,905.8779577580482
2117,821,5589.933277976
2120,277,10073.380846909327
1943,75,10807.209884036749
1808,1199,11934.965312115393
2559,660,28611.151572980652
498,526,1526.3907648435343
1180,205,5536.087378152936
654,941,17539.26712056057
1124,1614,12090.183395276033
699,2277,811.1270233948864
1865,1198,33443.267970663714
19,1855,1803.5458912900085
976,2423,994.5312270503025
829,1133,25590.99294119038
393,1621,93002.68086530063
2201,1267,41636.93898614005
2493,2155,3346.581439454612
1635,176,14674.40784108583
1402,60,2826.751205771989
1216,1463,7633.697800811915
357,351,734.5122148899699
838,2009,5156.903480368233
165,1144,1721.1078671823202
173,345,1104.9258680376313
1068,1334,8342.748004934338
1685,513,9960.669426810531
1975,501,5494.841559067042
1943,2280,10024.056367123618
2387,1384,3597.664298408745
1175,1101,3110.3564857734987
513,1852,2027.639957645541
1522,216,9864.653900113715
2003,1147,19139.985482123095
1833,125,4890.527803626158
1451,2180,42101.19381002606
1121,1891,6583.366547622058
223,694,4977.657964625404
978,1651,22155.959467404424
772,741,42298.59000834436
1320,2578,8922.789125806208
301,363,8130.9304123837655
456,1177,4496.245343708606
1383,1892,3392.3718752125733
1268,1033,5682.125441907417
2005,226,7771.910835585668
2216,1540,1883.0397594514588
591,403,2330.4555990527037
1842,1731,7442.678098417187
2421,2099,13189.0951718278
1964,2187,1710.1119335972373
2201,1245,4105.109724340441
259,131,1890.3687393067976
749,1670,11081.625324188106
717,2214,11680.726120044847
2481,513,31342.472186027015
1119,45,2993.255624256323
743,1190,731.4420113090563
692,650,686.397152598691
2451,799,1591.529329868396
1218,195,1614.1707278999932
370,998,3829.2703335264614
2391,947,7037.522596462601
2197,1386,12810.825165974606
2532,8,3617.0552389417503
1601,957,1811.1214970098424
1737,1566,3028.7640910108
1803,2172,274163.0231374763
1508,1574,2837.4614036902612
1224,1551,24754.722664865072
1003,1886,9960.303948617158
1261,2397,5554.887673950119
1914,1745,5095.455368571826
2418,425,2364.8681376235586
2074,1097,1630.647476296489
2325,1042,2671.271646884898
1427,1999,3116.451142206678
919,571,38963.7582711163
845,529,2111.764052936151
1667,1089,3929.3443085136646
546,373,3596.1743044127106
606,2265,2119.998704638691
2413,164,1233.0623986293674
745,2141,1758.9805570899828
2181,327,25966.784357808854
298,906,2625.1652163766207
1136,1954,3667.4702280847064
94,2350,3197.092115981047
2464,2065,3842.3093994766014
1074,129,5972.7841634321685
983,904,1380.423684498423
1523,452,5811.369305879527
2142,1036,5409.351674771957
709,674,1419.7243106923045
1986,3,13849.65833699122
800,2333,2380.6544963403558
1438,1223,8557.59508278776
293,2235,2421.474551187522
2420,2589,763.994235667492
415,1664,2450.319916631775
513,2343,4093.50595477302
855,1338,3606.013460940405
440,1718,20067.51339964009
1573,1808,2229.4296226684655
215,777,1927.5729508635188
2220,916,14932.099180976169
576,1678,90362.31067130395
1275,2351,1984.4141847844305
838,2058,11373.494640715002
342,797,33977.177778352045
2018,1468,4579.186561562228
253,2049,2312.000070140582
726,1416,7114.414291596901
1734,1570,7292.304444949543
1637,608,3074.144968766878
665,409,6139.372775466857
2518,2153,1358.858626816252
1146,1783,3101.8288213600813
617,1903,2410.2123749673815
853,2174,17337.68027451041
2523,2477,4717.625855096699
2075,293,4010.493014323096
149,2017,1679.4675192680468
2170,2284,2164.657417762338
1361,84,5716.504481259884
526,2118,2778.3345753906324
653,1921,5952.411651931037
1723,886,6012.476654165397
1780,1567,4815.282685528843
732,1023,8297.127895392588
860,1689,1103.6438249760854
853,2149,4170.247538675754
2222,1180,25872.287384761978
1222,665,5296.388384424946
321,2099,2837.5277306892117
1882,1718,38365.95935807572
1116,788,2528.606261434399
902,339,2975.615023268759
1745,990,5913.793227821729
893,1025,14772.488929900763
1680,229,2226.564112646526
1253,2049,9259.86319848964
1853,2144,2285.8114779515595
923,1178,1194.37901046341
405,2337,16139.985221083423
1960,114,1397.1528618439347
814,1645,1608.053607413055
1253,2064,12959.967078454325
1132,2495,3343.4037891407493
717,2276,15212.085191137521
1925,1697,1855.6906599722472
1991,2562,1156.552028584608
1666,1743,4684.609052695777
2505,2300,5970.446323319094
1760,2211,2179.7472474900155
2234,1455,9437.656001172942
1324,238,23944.684736735755
2126,1477,28225.79944553121
1994,857,6169.46985321057
1669,1591,1475.1887085049248
772,1208,2019.192180297025
757,1147,19744.141987007413
1385,943,6492.973037211435
2126,1481,52297.01405664694
1803,308,27543.4404523585
665,421,16971.82869729552
2458,1173,2342.0439336422824
1479,2075,9107.261667796907
1730,531,19303.076909225154
1496,1599,3478.506303723086
2167,314,15696.776366728363
1948,1267,58440.01806049201
1543,1572,4059.7880487653742
234,1253,4735.817650351232
2475,513,1284.2780759865586
1469,1713,2332.1539884324447
706,2243,2721.949107480267
2386,2272,3212.007863927913
450,444,1671.7612727907783
666,653,6211.261860700001
1139,1165,10091.219378637892
2237,397,14027.621313531266
2196,2354,18078.774123891944
1944,398,2754.8747602724497
544,717,7237.574676829663
448,2455,1416.3408980199886
494,2346,1185.5161102835586
975,2274,2658.3565883948118
1901,77,2647.893807315833
330,1859,22087.726067547253
1475,1474,615.0875957031653
628,375,5084.140311201448
2126,2029,11832.057281414336
2478,390,3260.483889914278
1786,1327,68242.55757578142
1386,249,8471.114965255176
2047,919,13602.15099767518
1178,167,1647.5181093298095
2296,1796,1829.0793284664471
1678,185,5240.475970972194
1868,424,2621.407636644307
1742,499,2224.620263264942
2356,432,8596.84357888039
1056,2193,12217.503469323721
238,1384,8872.612244686556
1126,1227,15227.91140964506
1120,527,1635.5173075596063
827,1321,2313.4683534444644
524,470,3294.196002786268
956,787,2365.403045385222
1362,1250,33773.5245581737
170,1657,4758.45298104732
1778,856,4870.114350975667
2587,2465,3011.1522362891856
507,2505,29228.884424106232
1369,656,12274.776275175487
583,1484,12794.511587864108
1199,1602,41976.80532840672
2541,439,15004.372382679489
1659,1854,3560.9441974642054
1140,2498,4297.018602421908
553,2428,6570.715304976204
1144,882,1303.5826304334964
1,16,10026.693058952902
21,216,3053.875602126638
1902,1275,2251.3825019307974
2017,1091,7637.355215466148
986,815,2186.831675204696
1241,1269,10606.486498389422
318,2210,52644.85998199536
1611,514,983.1295489721293
2395,343,922.1535121440227
2306,1665,44491.298203171216
1836,770,4461.994578914563
2462,217,1328.627835250366
291,296,908.4288872250489
695,1691,15788.575101026909
1284,173,5167.094431716204
1093,511,18765.40022378028
1770,722,1943.809996310733
451,692,4899.175584857108
172,1081,1491.1018175927343
2299,1801,4560.9111273026365
2162,106,13393.85178929103
2162,1443,47480.098177195745
1003,1836,20400.398859955087
979,2386,3460.0687662495543
1512,2293,2951.0449415318367
258,1038,6312.781949806113
452,1876,8633.645731032328
1322,464,1340.4430445767032
2330,907,2730.679807385973
513,870,44678.22579110307
740,500,2211.5213830882108
946,735,1506.219796238854
507,2559,18394.474510622076
2106,1085,30963.87426709376
922,802,1152.838748240619
1962,11,1119.6517606965788
2408,2462,320.1071011664085
798,182,7388.801461086505
602,861,1092.019797209957
98,1217,4490.214828181873
1875,2255,7681.457950163863
77,2478,1527.4614033207447
2549,541,3269.6493627400737
162,1414,49896.04326930241
2581,2493,11828.486088069034
1315,206,1618.2230455198353
890,1005,2154.0980194536396
2007,1468,4582.825151294909
2567,356,5880.324773802379
161,1214,1926.5319740888306
1362,1208,51796.75618532379
1664,1975,4336.521333308894
91,2330,51645.512950927245
761,30,50971.669919040265
1539,1254,7136.0080268022
1621,772,147571.23116266422
886,0,3860.641112147382
2194,259,1826.7311906485668
775,2534,1280.444124142751
2367,931,22153.429943326166
1979,717,29411.00483074229
2089,1230,18344.661164482524
1067,1128,5515.449529378395
1496,308,16480.495523018366
1267,1728,116420.8081310042
938,937,972.2162444483004
2355,203,1955.6271655341927
572,188,6634.393660806702
2385,724,777.9116516421363
2466,1131,3841.261090147262
451,650,5576.265149992417
2009,431,9403.196578530242
1588,2309,4956.723277127101
423,1786,27792.96577398601
1463,1152,1713.503420208425
1443,2147,6016.479388029406
1269,1113,13701.861087354513
1827,772,51309.55604382657
1553,1149,14386.704695904793
2318,1153,4150.341470807275
495,2342,4016.591141873297
947,92,2976.6337478776663
39,1497,9819.638971386375
457,1339,6572.175328946675
1607,576,6432.55710057526
2106,233,16360.406694280717
2315,107,1411.8177409041805
844,267,1488.284340657388
1728,1182,27668.968910042433
153,2124,11599.871339157022
1318,943,9487.314379074598
2349,664,2459.7787442641993
953,952,1424.438400915624
2341,513,3887.5735712080727
2446,2110,8217.617189677234
1712,323,7926.655452682225
335,2082,1787.3475420212133
2529,1542,3408.6358109360217
1030,766,2876.649528208885
2498,1979,9226.243255576672
770,1721,14428.522183695573
1690,325,32836.06253392259
542,246,614.1665559980593
1700,558,20623.603222755904
622,2515,2633.900536706946
2342,784,3281.6802009141857
2108,649,7720.037637672348
1333,1748,2968.6518423725174
1024,2401,4208.4020359586975
1347,1070,21977.114392779262
942,1345,9882.526995446711
2128,1805,1021.2329010700224
2422,1067,2837.182107512216
570,1134,4720.800272767692
1125,825,9860.756058673684
2210,1875,57542.60344214045
1060,2201,13910.188853221744
1207,435,9142.816190607517
377,1140,18996.615177413198
1952,2531,11436.191221410585
2397,2395,1284.365348334345
1926,1878,1370.7585511486886
1779,1399,4231.415946057161
397,1080,10121.277182758178
348,274,3889.7948678047205
2454,1665,14482.012421951775
2394,1315,1857.6222358866203
1770,1725,39894.67118695898
1364,355,3323.831704314733
318,1753,7562.727905869066
1161,888,3909.116878818169
1656,978,34079.75835463536
2017,2346,32324.05025463396
1595,1870,723.1768077906285
1429,308,4520.887768929426
1085,84,8091.76748427625
808,2370,5462.406545966155
881,1604,1335.023486930363
1076,526,2462.8689217082774
1887,1267,206126.60959224962
275,492,2364.24283605712
2587,216,22890.690747789868
565,1464,3765.6898350174924
2126,2098,11216.082891203687
1621,1056,4350.066015586549
163,2127,15083.834018985104
1826,2469,3582.9914013943853
532,855,2060.986707042014
1010,2206,7021.956014207073
1563,2370,1599.7777179050067
577,456,2890.7374577332607
540,689,1215.1128417743832
375,2199,7599.5958372554
607,1119,2316.101376881704
274,2112,43099.25600869837
68,880,6413.293065314008
1930,280,34239.27493457616
2409,357,811.0202173093531
1157,1806,4894.870300028042
181,240,1653.8511428843624
1688,2219,4654.235603771995
163,1688,9013.23621417653
804,2282,9438.033662018139
1494,1719,27795.516055159904
2063,1188,5181.993580154326
2311,2246,2363.633474813908
1200,1955,4585.989704906596
661,2497,13527.479234552604
754,1076,753.5605955538023
625,519,10493.22495290113
2439,2006,5326.268151713409
2490,1149,5797.322735584877
1713,2227,5611.39856240187
274,2127,37481.421036413485
1140,1979,13510.438512189261
798,101,5219.9266993406145
1443,191,1649.5060709779223
1567,1326,5670.493879682406
642,1766,1706.4175812664068
648,678,28877.86352530911
555,2238,9278.820786116781
2401,2201,11192.60381817883
734,104,2694.0687913519228
656,478,35926.18325783271
1305,877,1064.6075784052882
2203,2379,5493.309435241752
762,475,1502.8377759696161
1821,209,17080.23892489794
2397,823,23568.220952219403
1583,308,2593.33977293048
1460,1278,4702.9268885137435
1168,2334,6351.619572054837
325,1703,15949.02608729363
1710,1742,1982.430052175387
2534,1211,1820.33126433402
619,984,1096.1498178312313
1690,318,32671.819308959894
898,659,733.9074101968803
1653,1012,850.0100199163268
434,2323,5409.049273977843
2348,2540,3239.204943501494
2014,1453,950.744597559867
1308,1782,1006.8529968529725
801,2582,2187.0858050740108
947,2172,34734.513224256
181,208,956.5134760098418
109,1620,10268.469450013183
2441,400,2224.961400605715
262,59,4089.3359528277874
1251,2420,2182.779802011444
1058,2044,72417.96071455425
2063,349,30545.627280753633
2245,1780,1885.7429276880987
1555,881,1557.57855505903
1334,200,1407.2197490004055
377,914,10363.537570179238
1759,30,9095.22964034642
798,1550,27790.583313241244
659,1879,2022.815196295389
1125,2376,7101.198589814046
1609,1050,1929.3487538781892
1052,1531,3744.6343238186514
2090,2036,2088.0913712593
1267,978,156995.785619149
783,1263,5789.044528702222
324,747,11809.458427861437
1827,1348,23577.783364992883
1695,555,7018.116467908937
1920,902,1004.5565427573937
431,248,4463.006670515518
961,669,4243.779875368827
990,2264,2713.5302909122606
770,1685,2690.265340263577
1192,1057,23544.49092888842
1025,801,3047.9400090695026
441,1830,7047.7624515724765
376,1807,12133.989316563853
656,384,17192.99737537208
178,1911,1732.3486098448982
1254,2523,5815.18890440818
1967,2095,4363.232136588877
1856,623,3614.21191084735
38,1380,2768.7526390137073
1605,2129,5431.591739700902
2487,91,22834.93954736419
2544,1125,11287.893494734339
330,906,39831.28021622955
2576,306,2473.807173205828
142,1863,8211.537371619683
968,2253,1235.3630704998357
1718,1234,8330.392344781485
611,1110,2385.1033381149855
2157,770,1858.6786155877012
1091,2283,3964.7440556905162
2547,1643,6213.150674629769
106,980,6228.715365431514
256,1590,3395.278114039352
661,2460,3027.906277501525
329,2391,1382.5712073633617
648,2241,16440.63942763164
2405,2316,2677.8951570559852
1347,2434,13581.67749720641
250,1077,5346.628391486357
2236,2305,2072.170569147057
2197,883,1664.1551493053676
1076,498,957.8495534292927
164,2205,1353.4141564843358
522,1418,7971.76489284745
1756,2167,8940.860351730313
1145,1451,7113.114719306057
2127,2112,5981.8886816689055
391,2344,5062.83126775047
1639,975,3188.3536627902954
830,829,769.8491620443714
202,929,921.5157034586222
992,1307,15085.610427817006
2568,35,509.7983968259029
1437,940,1144.9294613579618
705,697,1408.9308260509933
1597,530,1663.8052212680234
978,1728,45357.74672649985
2024,485,2925.7000002409522
1154,1357,2717.339328489415
470,62,3316.0683840228367
383,2261,1468.628725246053
2169,2047,4141.510081970589
1908,2214,7008.366149827915
212,202,2001.49041718845
531,2522,21552.86728087718
452,770,7331.21426369342
273,1499,3047.6753182646157
2426,2481,26884.971565327443
1776,472,2815.069379724111
838,1483,34394.06126430873
1688,274,14885.491255256504
2524,1138,1408.675736861425
1479,1722,37814.926277397695
2471,536,11988.86532104617
922,2201,27610.243500057262
1832,2371,1571.9865237217598
195,386,3484.6428310694832
1082,2411,3731.9839352625513
2306,103,21573.070526889605
1527,346,15402.013063366152
246,236,852.9024937765445
1433,2126,4453.484611735643
2146,1961,3040.1631064314797
1630,614,417.01549767127284
2553,1490,69674.90479934054
2035,2431,33858.27094664636
2221,2458,2567.14182619063
1103,451,7495.740653243474
72,1685,1802.8138483513953
982,2140,3856.063516114851
1497,1868,14873.034412941424
2556,1415,4228.35720896867
843,1138,3646.328490189971
2481,2540,8407.320362889557
1181,377,15446.499864181184
1665,103,22943.25359064177
2283,1366,4149.057344826884
816,2540,7521.953605255121
668,1347,12795.567056211508
2019,2180,8305.263385220695
1524,1257,15395.764890676435
122,746,13121.617235863177
1372,807,3092.7309434841104
2575,989,2822.162122581799
2585,1310,2228.2393858001565
1645,1726,17264.991212966463
2558,502,12962.008889994388
2339,1721,7584.113252058202
1800,633,4603.2504924779405
2505,1744,30940.25148023191
2293,1822,1763.5977778291253
1344,1088,5296.886928446334
2431,1267,256692.57921866476
2141,2126,44222.78030285193
720,797,24598.991940086675
1285,2299,12502.622522039219
2459,2505,6874.903264130573
158,2400,2602.4798594697427
2033,1609,3325.6996118237275
1274,1667,3946.029998507313
29,2368,2723.9822696746783
1702,1558,816.6635624606166
1250,949,5787.559182061412
1082,2402,3820.4185490862637
249,2013,3833.1886963771976
1834,224,7929.93065645749
1641,153,1908.7579881352738
1622,94,3181.193258355073
1985,835,11831.011591802728
341,1031,3692.2694785880667
539,2487,33904.474583329844
1537,567,9411.485657762745
2173,1506,3021.5820104971685
1085,432,38311.43245469617
1318,2185,3514.39436141369
17,285,9345.71130131487
1401,408,2531.2412161295038
509,1619,2505.4578308877403
2279,1029,6518.541501722363
1502,660,11776.188104620587
589,271,3915.311995669164
948,1382,3133.8230309085443
823,1159,15591.31108467115
2541,496,7379.386221599196
1966,732,6845.6564450165715
2336,602,984.6299589654866
1790,1207,10721.966413629432
2363,2196,15190.869696226884
1606,2364,1086.2248405732828
2172,1338,12613.512103257899
166,1665,8983.123110848437
1335,1649,13792.148018387317
1468,326,11367.831413110005
2282,487,12978.015810084706
689,1065,824.7692301640714
1843,1104,3440.963207634342
1951,1145,7322.957879287165
576,1526,32424.369029837075
1948,432,19279.511899421985
840,1175,3284.493319604013
1023,331,5994.3750029031125
805,269,4668.60941367148
2210,680,37827.23756293952
193,1185,12649.618045563835
1307,2016,43512.832412614836
2219,163,4397.853782996226
479,2194,1656.6502875056758
752,4,8905.604894297316
489,1290,3323.494818553564
721,1886,8417.4117974492
1875,1882,1318.6731132665275
1363,1334,6641.513215471344
113,418,10117.705653519715
1152,590,10587.23600790141
1621,741,127675.26945524619
919,454,18422.977472768463
576,1536,162295.27258362112
1347,1979,31841.285599021772
2440,2448,569.5041345056844
2479,1601,10228.870118495493
828,808,1924.2708468905187
1363,986,4596.585067387326
1387,1901,2962.2087275359786
409,344,2256.3763039885453
2289,2304,1729.0509071448382
2067,1811,3916.814599376398
910,175,2812.174726362688
1086,690,1362.9834863362526
2324,1442,3283.7789090969018
1396,2233,1967.0623980500964
938,983,3465.6965273634014
2254,1106,1517.3805080658037
1882,1865,1312.9507607105925
1204,2570,11454.890575001387
345,1284,4832.288961063251
2103,2422,5723.99615300197
1363,1322,1105.577137201273
913,819,1479.0970768619027
2030,591,2312.298553684101
217,2179,2242.5961673227084
2256,1814,3008.0753572301414
24,122,1709.6633159268329
958,2202,963.2079943613577
1656,182,5043.132113885094
1482,155,1995.9983099889992
2034,2273,9242.47312861388
1545,1861,18424.163839950263
2496,2040,2444.551743565251
1042,878,1325.491568734181
615,863,17863.6311095116
1516,887,1694.5885697530366
1334,1967,21618.646073377233
2251,1500,4549.170071147032
505,1866,2881.442138635707
142,2345,21911.18661551272
365,376,13894.544893717717
9,22,1315.8067907567383
1422,532,22953.959524202633
1086,689,1323.9597102397574
2071,1305,9171.503167379393
569,2061,2720.5189571526957
2523,1022,4344.094633146285
377,1979,32487.622930696456
1670,2286,12195.447298534895
2272,1246,3746.907270904272
1515,607,2470.4237568344065
2372,709,14890.501590974813
785,1140,4904.482474802018
1496,391,19963.814575675835
1361,1085,3781.1868341580084
1123,337,1383.3733358969716
2174,1690,15261.569468245669
1224,1658,2468.3318859722635
978,2201,115563.76306087566
2239,1003,4399.994002207298
168,1937,2219.5752579242817
1803,2081,7666.298787320846
770,2107,3021.7979948566185
108,543,11718.30675759887
2372,1995,3498.9725353362364
1351,1068,1031.9654940392388
986,1068,2829.2880789379537
757,57,923.54038875555
2123,1504,14062.337123710744
1760,36,1511.8264191896753
2309,1334,7373.7243599719595
2420,2418,787.5058961977323
2123,1509,10002.354437334148
237,1268,4839.041871227891
434,939,6917.328453895989
42,870,3592.755322945096
1289,1968,2296.6114208684953
1001,1481,4379.904130428425
927,2500,8397.594251055101
652,392,3955.6195101807157
2419,563,593.9524136899013
2417,1324,5781.178838960201
1011,1469,15437.280701000436
765,1184,5622.573475696354
513,2426,5393.167166567286
2504,1435,1731.8701346554667
861,1231,3412.528853575553
139,1602,99988.49128395572
573,1970,3827.267826298253
