Node1, Node2, Distance
3639,2734,2947.2701142372907
4123,3072,10560.909468024274
2936,2741,1343.3307664350127
2644,3119,9753.054147123397
4823,4724,2253.313336536055
3469,2724,5553.197280208693
4053,3192,1521.1909943514936
3438,4773,4170.247538675754
4716,5091,5493.309435241752
3695,3062,5208.115876128461
2585,4314,6269.794556990202
4222,3872,4746.742187337559
4493,2568,6755.9952488295185
3131,4237,16565.791999533103
3591,4605,2691.230635520882
4599,3608,3857.6844756980927
3860,3472,1979.7608275863258
3522,4356,2187.938801579244
3568,4651,5630.112962957004
4488,4586,6632.471868863907
3664,4598,7124.747435506581
4497,4759,1556.8839665419077
4657,4538,2462.648682643878
2574,5109,3617.0552389417503
4804,3036,1656.6502875056758
3806,5013,3486.4700637255014
4646,3221,1403.6240889558924
3668,5172,1386.6577445046776
4916,4090,10852.773519214352
4340,4410,3038.297555983778
4088,5167,24253.724853615284
3243,4115,3923.8462714784514
3790,2736,7302.7370578028485
3646,3703,10394.210737317353
2806,3342,15180.1560358686
4293,3843,9074.050297603488
2636,3320,23908.793346733786
4638,2572,101106.0544827691
4078,2737,80141.75056884305
2990,4969,8596.84357888039
3322,2771,3292.303232815098
4593,2860,1787.3475420212133
2598,3305,2155.7068289581225
3586,4648,70431.2181788758
4627,4964,1537.5985228452469
4477,4475,2782.3961586431014
3327,3534,18422.977472768463
2807,3317,732.7874853687308
3980,2567,3153.5602349783526
4631,3749,905.6383708909785
3322,4745,7575.8335111404895
3271,3270,934.6946815962873
3464,3422,10416.551934114319
3479,4178,1335.023486930363
3089,2998,2890.7374577332607
4006,4804,17752.670868239882
2639,4054,17042.928746828602
3386,2776,6954.313692162075
2703,2884,2256.3763039885453
4802,4226,2068.5651122567024
3767,3349,5622.573475696354
4425,3488,3095.1738555676493
4283,4438,3146.0828326229807
3720,3033,3679.8818294041844
5082,3624,1102.9294129453826
3094,3364,1296.193157925324
3767,3350,6611.342207723076
4278,3688,1929.3487538781892
3631,4544,15063.75499598537
2609,3761,1396.2139325705018
3600,3535,2104.9372687949954
4845,3237,4215.635948404249
4644,2850,8226.93506190369
3778,3780,1585.0479813143265
4761,5090,1691.2844930923545
2786,3199,1967.0114038896113
4736,4741,1405.6162974955769
3669,4994,7101.198589814046
4443,4421,9324.159785907726
4515,4076,2590.3355656764065
2824,2809,12144.88475960753
4178,4731,789.1241756409867
2583,3784,2542.4320279603794
4441,4880,5285.587517034256
4298,4039,1288.7517702491311
4566,3658,1630.647476296489
3445,4419,20627.622536662086
3235,5139,1898.837728489319
3935,3000,37232.776533246244
3824,3844,4770.79403718315
4991,3901,6511.521597882897
3346,5018,71624.3342050231
3438,4600,17337.68027451041
3619,2902,614.1665559980593
3904,4695,4910.925476342625
3354,3014,3644.9958217136127
4661,3915,3468.931515908446
4807,4006,31453.49759779776
3817,3266,5453.12683264287
2990,4711,34999.942655926134
2657,3176,8929.428147345076
2653,4151,6442.761574232746
2949,4212,2450.319916631775
4753,3772,2466.6209431436114
3031,2661,5136.7509327458065
3119,3325,16971.82869729552
3421,3956,6992.353258027224
3567,5050,22153.429943326166
3660,4918,1201.0084508158861
5065,4167,12947.573032632741
3739,3740,15886.602792894522
4267,4006,4901.953046256893
5138,3685,14029.50245448475
3181,4188,795.4907223138023
4426,2845,1400.2205318073557
4658,4352,7701.468488363223
4133,3953,21632.926173932417
2679,2776,3505.3433193731616
3042,3307,7731.67751558951
4035,3992,1339.049926193619
4536,4051,17563.967255125157
4586,4588,2850.2118359370056
3114,4487,1421.129889486549
4768,3850,9723.807658608563
4423,4609,12594.482788048928
3928,2812,8471.114965255176
3285,3137,7237.574676829663
4308,2955,12070.678904240665
3416,3918,3606.013460940405
3506,3473,1541.3839503329677
2827,3858,5402.722719458756
2975,2896,3433.554270202044
2665,5116,22834.93954736419
2618,2919,4532.121463300203
3053,2937,52433.46059543343
2717,4645,3065.7053890661978
3527,4422,3724.467758573424
4978,3482,698.0543400889427
3787,2608,2232.3821374549266
3242,4042,2940.6829686619644
3787,4053,2233.6947559316645
3455,4036,3127.7607811560474
3943,3656,22585.130002123493
3208,3783,5772.613353354626
3861,4182,4636.358450256497
3255,4473,25254.61418267676
3582,2966,3829.2703335264614
2850,4488,7226.284211508328
4031,4405,3872.848102026021
2598,3125,2848.580711986566
3957,4259,2652.6730651947028
4355,4884,8299.164496243578
4019,4133,20954.79649867922
4707,3429,6692.774134515659
3108,3082,10493.22495290113
3184,2621,5576.12982468036
3511,3554,3529.2927202413066
2892,3522,10715.478762753986
4398,4983,7739.935007960662
2715,4176,1731.8519497204434
4886,4923,3717.0523600815804
4521,4296,1855.6906599722472
3198,5106,5204.119505626386
3296,4938,7084.090371255504
5019,2914,9843.398821982386
3065,4465,3475.719077852312
4479,3342,15874.782839302632
3093,3028,3253.2115905914657
4638,4983,28959.0268059933
4342,3642,10721.966413629432
2701,2886,2602.359734199819
2680,4784,7444.9835420833215
3990,4335,4374.594914785823
2870,2869,1045.409343463
2669,4146,3000.4648013279225
2928,3746,18996.615177413198
5063,3392,1909.758218183349
4963,2929,6896.6834086939225
3471,2673,4743.815973051792
2753,2925,4458.9783084618075
4080,4081,1791.5420542739948
4557,4885,1037.909294474795
2594,4757,2097.752724844775
3112,3522,6917.328453895989
3675,3433,4343.029156173103
2814,3611,1266.9605538308315
2713,5004,1027.566057538721
4252,3467,3032.583300619111
3956,3797,17088.57203697937
4185,4187,756.6672329002744
2884,3325,6139.372775466857
3407,4747,949.2953029699106
4491,2718,4596.956441599341
2887,5074,1573.5577085068517
2695,4124,1389.0503496886836
3299,3102,8366.401966639503
2843,2706,18892.45259651806
3362,4690,2242.7630636237673
4051,5151,3641.514734435895
3983,4442,5243.394281227518
4671,4922,1743.3969763231864
4831,4839,2072.170569147057
3792,5113,2571.7974647136634
4325,4165,23110.170379878076
4194,4845,7665.624384792318
4064,4065,643.7404828148652
2810,3849,1353.9138454266551
3227,2799,30585.73329242798
3993,2986,4309.874003026011
5137,2727,7363.717331950796
3205,2806,237.4761960549556
4748,3081,2720.5189571526957
4872,3150,2119.998704638691
3163,4510,15412.409671080162
2910,4698,1153.4220404237292
3142,4374,6274.599869600385
5157,4856,30036.472294518124
3944,3774,1031.9654940392388
3771,3187,2421.5396915444944
3615,3074,2316.101376881704
4640,3769,2682.747955401362
4801,4996,7485.8051160121895
4411,4063,4094.9017186799865
2609,3552,7485.303905707813
3609,2669,2587.2683232398126
4596,4219,4393.8657336529795
3039,4275,23246.437050113247
3531,3927,13023.324316993529
2681,3604,1171.1842925705207
2650,2649,743.9006175513588
4493,3012,15891.861133903227
2858,3372,4150.809487671563
2915,3309,9652.152637140482
3051,4731,39095.382882268845
3381,4234,7864.728951024066
3630,4404,8771.582404181081
3314,4872,1272.1980401161313
3848,4831,1769.0587852640833
3206,2768,1358.842000796877
3997,3987,5388.855334118915
3401,5089,11556.469146823003
4320,4715,6261.206716186742
4208,4650,2712.147104224126
5048,3878,2145.99509470697
2682,4441,6507.700647425207
3559,4849,2658.3565883948118
4897,4393,1829.0793284664471
3387,3013,4688.435826807916
3502,3345,1924.5757716070439
5098,3575,994.5312270503025
4764,4787,4341.021018364256
4835,3331,1884.1611201962576
4624,3639,3155.754479781213
4738,3643,5154.324013974299
5130,5052,17648.883674639506
4349,3833,1110.1678052526781
5039,4775,4814.705728719011
5161,2581,12206.169251005624
3428,3816,14613.501356649489
3736,2988,1089.077750878539
2886,3894,1618.2230455198353
4920,3264,16911.029781488847
3426,3799,4020.7102993030344
3827,2829,4735.817650351232
4781,2700,2952.265867967675
4165,4069,9047.63857922711
3133,3342,7331.21426369342
5161,4245,28002.857544615097
3395,4295,1737.9829755061114
3416,4405,259015.89025335363
2790,4691,1596.0742212511582
2901,5007,1751.9717003353646
2621,4570,5426.322749067695
4089,4077,4516.149802774137
3144,3974,875.9266805003195
5134,3507,8397.594251055101
3862,3427,2940.7757066991553
2716,4517,2099.902924525647
3562,2712,18096.306211021518
3055,4753,16242.814123631997
4200,4753,12013.877209922184
3564,3565,972.2162444483004
3219,3694,3952.309273698343
4826,4372,2343.743087890571
3015,3642,9142.816190607517
4116,3810,12652.041410629645
3500,5052,6648.871431797633
4337,3668,2594.81657526876
3357,4767,4894.1392519971505
3355,3916,5649.173241501587
4499,2677,2647.893807315833
3809,3805,15696.54884667585
2881,4922,3279.6771481481787
3317,2625,547.9295337394383
3339,4141,6086.17593227499
3534,3053,10168.244885555607
4204,3991,3871.6788893651124
3348,4647,1214.5001562805285
3549,4457,5970.56024340894
5109,4361,1043.456350289981
4942,3711,5367.919915501518
4952,2608,1732.7764682624693
4093,2836,15799.815246541235
4916,4472,7752.5958298200785
3031,4310,20067.51339964009
4193,4821,5431.591739700902
4390,3990,3650.554163173328
4611,4278,3325.6996118237275
2778,3348,1927.5729508635188
2644,4029,31678.438535179477
3475,3962,4544.548662877182
4927,3597,2531.890155336188
4733,4558,7186.109835906725
3263,4245,30792.90761428801
3957,4267,1740.485685595468
4006,2994,756.6521513102399
4399,3788,3288.661548545653
3424,2883,3242.164783536996
3988,4378,3735.973671279958
5171,4619,2103.9555647802626
3340,2684,6014.939481873795
2744,2653,4793.355660585286
4689,2793,15083.834018985104
4071,4268,935.754572616996
2963,2812,1457.548917301442
3460,2963,1563.579558497545
2859,3422,8482.545505472344
2737,3999,49896.04326930241
3824,3533,5787.559182061412
2748,4044,28583.91971235863
3528,4878,10774.428420331362
3565,3480,2146.588979453431
4753,4139,9164.248070724669
5036,3108,8450.92963461296
2567,3186,870.2629096700205
2813,4542,809.8248126674529
4474,4893,889.4218955895911
4803,2776,10946.86522612508
4608,5096,5045.499060396217
3539,3841,1758.4975932327343
2724,4293,1638.7162577936251
4911,4207,2016.8922376945477
3201,3362,2934.9159154917734
3487,2820,1488.284340657388
3018,3039,8685.001310996608
3318,2990,15644.672835631949
2747,4306,9441.260813836792
2673,2606,3913.930722267853
3817,4014,13999.638035219454
4174,3508,9014.536461433994
4360,5149,5807.474382506391
3793,3792,1436.6994690148576
4416,3522,10505.415380024378
2955,4086,15402.013063366152
3199,4825,1628.971303951799
2819,4925,3951.365027882712
3552,3210,5153.394826611612
3791,3680,9752.870459271815
3063,4422,2500.4673515350064
4459,4801,5447.361256288016
4777,3158,3827.267826298253
3731,2791,1455.606747462581
3407,3256,4427.645697607065
3038,2604,4725.302221409397
2756,3786,10135.169010536205
4027,3664,1931.1882534056513
2588,2617,1709.6633159268329
3802,3694,2408.586736250195
4006,3648,46926.4718173448
3097,4945,3887.5735712080727
5079,3648,47703.41798776471
2776,3053,65956.87806292989
2697,3592,3816.574865711272
3097,4944,3887.2560896251844
4756,2727,7851.579907240701
3076,2590,2325.328349469195
4310,4473,38708.217634512715
4821,2894,8466.767240545305
4684,4813,3197.0119872174673
3484,2856,2298.6017451753837
4403,3977,103683.01160083148
4801,4221,3573.1755990838196
3396,2700,3949.3084767654113
4675,3198,2426.184211514451
4667,4462,3671.3150224312453
4089,4735,3777.5210217169
3268,4232,21934.89701421236
3247,3672,1883.1361336675966
3011,3294,708.932411757972
3918,3185,14788.87498206556
3993,4810,16100.41886243719
3741,2591,5724.735314885587
5053,3501,4356.429302847614
3043,5167,17057.471005173513
4160,5064,4773.398955316278
5012,4398,5135.902702598203
4612,4753,46576.083617557684
2839,4827,1231.4738543515111
3963,5025,3203.695232238739
2781,3128,1130.3620573986786
3437,4585,8712.861594645321
4249,3580,2974.726962161838
2851,4601,1603.1219732649515
2900,4945,4129.150024549981
3056,3551,5685.087735149914
4138,5129,24994.475149799306
5167,4325,163682.64424306597
4014,3347,18746.95968840381
2570,4641,21104.960367278025
4749,3774,2449.6898420329417
3805,3724,15227.91140964506
3849,3371,1873.6222257147417
4757,2841,1762.4076166974153
3375,4038,8600.365005254664
3709,3021,7495.740653243474
2777,2774,1170.9748031093975
4427,3326,18814.43182610462
3593,2989,2162.0909967009634
3118,3689,852.5867276170545
3179,3789,2134.001704082288
3789,4415,1594.6235350350219
2806,3838,11782.478188849527
5095,3443,5334.557274190638
3180,4080,1163.7920551374339
4903,4040,13385.014797939533
5136,4800,1848.797532953451
4714,4704,3040.1631064314797
2957,4583,1526.6128901987195
4472,4578,57569.88904258497
4015,4231,783.1779518863367
4179,4955,3703.5655593223164
3438,2937,1714.1967683604798
4578,3255,37827.23756293952
3417,3221,40484.39738499503
2997,3163,912.5846796337357
2789,4724,873.9364248475064
3579,3366,2186.831675204696
5075,4312,4854.144583323458
2895,3523,2294.5891979017706
3752,3183,1466.8251981615417
4832,4839,2004.4072794235874
2689,3730,12937.95661212516
4587,3507,4304.477551961583
4512,3440,1004.5565427573937
3887,4367,4383.9300678835125
3797,3590,17219.977228504624
2961,4047,5739.128788518251
2776,3313,2275.8973493126477
4317,4871,4474.525913945974
3078,4183,948.8889657425515
3971,3795,5296.886928446334
4040,2760,18774.776420382354
4829,4089,4832.547639260237
3843,2936,6877.361272410476
3591,4960,6126.007658026434
4359,3522,4847.128050000129
4751,2691,3601.3209935591512
4062,3959,1328.556233981503
4573,3823,1765.3525945706754
4025,4257,11895.512830633494
3490,4273,1779.5814768502637
3072,3445,17863.6311095116
3213,3824,24798.497753800093
4105,4814,1258.1396909337475
4910,3847,44833.29068302852
5100,5065,4717.625855096699
3956,4595,4579.186561562228
3996,3984,5956.675161259038
4569,5167,57339.78281460974
5077,4168,25141.503950768027
3648,4912,2360.3684871960054
3823,3796,718.540547901592
2658,2767,4682.7793284716145
3739,3342,23467.349112136646
5074,4557,2108.3740412531274
4528,4962,479.27698358706857
4050,3820,848.6968811925641
3134,4993,1416.3408980199886
2776,2773,12187.006636093189
3410,3523,1598.5274854124925
2743,5056,2412.782634350728
3690,4786,4082.444038592221
2805,4866,1857.1526093433183
5085,4119,4071.9640066677002
3342,2700,8597.323725762733
4114,3121,17542.513057709642
2724,3046,19226.654331029196
3584,5146,5228.123937416167
3344,4051,2135.536905854682
3030,4006,44312.3768971358
3013,2984,7412.614768366195
4706,2776,39226.52619533009
4092,3645,3225.451513228509
2908,3943,2671.9636156972015
3522,4160,18105.495624469982
3350,3678,2844.3319153996185
3434,3982,1488.5978168507236
4594,3090,3155.230201854869
4842,4949,3089.531175757662
3488,4742,2763.5554680205423
4433,3342,4461.994578914563
3166,4405,76399.06176723832
3463,4912,3660.891495598755
4564,4005,2872.968562149744
3530,4345,22197.52835045602
3547,2927,9192.153759708388
3970,3430,2706.919575265544
4481,3279,2939.808171846126
4028,3080,5053.783070597024
4479,4102,2878.0318611255498
4642,4082,973.3332738673416
5052,4739,11940.202965428529
3776,4495,7352.112044389474
3785,3882,4800.448191205353
2954,4561,5829.185514426253
2848,3954,3705.190966792691
3255,4469,8369.069586703796
3646,4193,2053.1907782074145
4745,3530,21381.81524412395
4011,3377,2911.1640660650623
2631,5043,11139.771139754741
5157,4245,14482.012421951775
3889,3461,3436.1731214886513
3102,4268,12900.413731446446
3329,2725,2090.055199231182
3165,5100,1934.8799910917596
4505,4432,5095.455368571826
4070,4116,2550.6459771662044
4988,3976,5958.502471196883
3166,4768,19134.304506433495
4606,4594,2088.0913712593
3829,5065,5815.18890440818
3665,3852,13701.861087354513
2713,4770,4550.568031124903
2936,4275,32836.06253392259
2891,2890,915.5187026350942
3551,4317,4978.98221334728
4084,4986,1086.2248405732828
2586,2776,3053.875602126638
4068,4585,27531.266463973232
3514,3199,1051.1491475487935
4880,4237,19463.163564428854
4393,3259,2177.485633740623
3608,2962,2763.4347236078083
4268,3277,2581.508506049693
2918,4653,2159.385798204317
2722,4658,6415.5369150399165
4107,4108,2397.052322189297
4224,4715,21972.85206177111
4418,4007,993.1482472856188
4734,4314,14054.01941804179
5055,4458,6271.139190022607
2847,4690,43099.25600869837
4739,3788,8891.890702693954
4063,5076,10219.377293618092
4044,4774,43640.961223169186
3200,3097,1478.5071701852462
2664,2813,1383.005402088203
3682,4152,5026.959722439988
2823,4940,16139.985221083423
4925,2652,10906.309693369207
2946,2614,48513.21598170584
4388,3256,2773.1333183559072
3978,2761,1598.812959873812
5090,3763,5156.191868339749
2832,2852,1151.97574908596
4063,4753,16483.412929380534
3362,4608,6083.751020327047
3295,2978,17192.99737537208
2826,4190,4971.796958354527
2758,2759,4044.3286453386913
4241,2912,2863.955934503296
4154,3296,8764.96577508004
2857,4648,30545.627280753633
2652,2895,1795.8843893627397
2733,4252,6964.688023893928
3580,3337,3174.5825383778397
4790,4114,13905.732593587545
4310,4478,38365.95935807572
3657,4697,5409.351674771957
2750,3785,7170.118065343985
4271,2690,1516.0229865679487
3152,2740,5195.608736441874
2932,4100,9998.395592118406
4914,3295,15801.112408321396
3841,4498,1919.2054502557849
3040,4953,1988.4733543628604
2667,3121,20895.133147916255
2769,4643,3138.001540265481
5113,4515,1714.7050734509362
2955,5105,37292.92766448154
3422,4820,5760.064675908573
3526,5018,7037.522596462601
4290,4553,5354.854393598203
3590,4479,9314.28424867401
3760,3073,3560.018069271395
3446,4044,14595.856377970955
4424,3883,3047.7555634468995
4030,4255,2219.7684921675495
4762,3696,30963.87426709376
4854,4478,6369.901392125764
3086,3051,34400.710046729495
4253,5011,5118.187852155022
4305,4672,5611.39856240187
3671,2572,34147.10501061902
3541,4006,5861.915194467462
4058,3411,3172.966234268971
4530,3329,2367.0239118162926
5170,4857,4480.787809716839
3466,2906,8359.007813897153
4019,3953,17080.153221308232
4870,2773,10718.028396107402
3166,4560,7229.72683612107
4620,4153,693.2873663717219
5099,3514,1606.1532100964528
4937,3676,6351.619572054837
5055,4614,13189.0951718278
5053,5141,7330.355917699848
4902,3251,12471.654454019434
5017,2735,2602.4798594697427
3637,4648,5181.993580154326
4650,3994,2632.803684897558
3712,4213,976.7718568865226
5150,3493,13414.845708399751
5132,4551,4585.989704906596
3734,5095,3841.261090147262
2973,2833,3484.6428310694832
4747,4388,1411.219327062499
3378,4934,2376.786626593736
2775,2777,653.00566449553
5163,5118,6762.052927516216
4789,3895,1635.0481002333445
3511,3793,2166.4416575507726
4090,2830,5305.638650985546
4739,4858,2662.521717324514
4993,3067,1514.8965579824526
3875,5024,1307.1976279026242
3255,3551,12515.012723355961
4883,3070,2050.8567494015356
3715,3555,1032.2938359547798
2970,4257,6737.214071508242
3252,4368,1943.809996310733
3873,3312,6149.204223933026
3170,4341,7003.100926137962
5150,4373,15084.70752390869
3508,3656,19425.614809082064
3924,4418,1103.1584334959016
3688,4258,6991.262248320076
4968,3999,5162.517711732895
2936,5138,29483.630951807674
4466,3608,1200.2896823682631
3705,3288,6647.105202674316
2866,5106,6304.2229920514
2782,5055,7110.504079826021
3501,2641,2699.278094812057
3915,4998,4816.335306732938
2569,4430,5138.51886676993
5028,3149,593.9524136899013
3285,4093,21494.539424348255
5044,4325,9286.186809990288
2969,3983,8753.039545820682
3635,3287,10119.506402655355
4296,3158,2327.7311481635056
4214,4276,909.4137305001199
3656,4568,25872.287384761978
4811,4235,4654.235603771995
4257,2978,36811.22662204098
5105,3099,31344.254006796582
4276,4025,14852.587978584012
3454,3311,1283.2109592349166
4392,5167,4136.57262148773
5105,3098,31343.660062435512
3039,4055,12736.033209268704
4696,2828,14569.078144551027
3058,2846,15867.95890719269
2846,4141,15477.602453180394
4508,3538,1235.6138427539236
2836,5069,13847.51697313187
3833,4359,1882.5907528605574
3499,3931,7250.756641257322
5167,4089,69674.90479934054
3985,3434,5767.689538998534
2806,2925,14984.78193204488
3040,4909,12978.015810084706
2914,3710,15787.286738607534
